OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515265,Sample-Routine,Water,,2022-09-27,07:54:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-BBSC,Spring Creek War Memorial Boalsburg discrete location,,,,,40.7806000000,-77.7931000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962321076,,,Total dissolved solids,,194,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,70300U,21PA_WQX,Dissolved Solids,,,,2022-09-27,,,,,,,2023-01-04T14:01:46,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515265,Sample-Routine,Water,,2022-09-27,07:54:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-BBSC,Spring Creek War Memorial Boalsburg discrete location,,,,,40.7806000000,-77.7931000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962321081,,as P,Phosphorus,Total,0.023,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00665A,21PA_WQX,Phosphorous,,,,2022-09-27,,,,,,,2023-01-04T14:01:46,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476177,Sample-Routine,Water,,2022-03-21,12:22:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC2,SC2 Spring Creek upstream of first fish hatchery,,,,,40.8497000000,-77.8239000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962503625,,as P,Orthophosphate,Total,0.011,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,70507A,21PA_WQX,Phosphorous,,,,2022-03-21,,,,,,,2023-01-04T14:44:39,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476178,Sample-Routine,Water,,2022-03-21,13:20:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962431025,Present Below Quantification Limit,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01042H,21PA_WQX,Copper,,,,2022-03-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2476178/results/962431025/resdetectqntlmts,Lower Reporting Limit,4.00,ug/L,,2023-01-04T14:19:19,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2470975,Sample-Routine,Water,,2022-02-07,14:51:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962437367,Present Below Quantification Limit,,Total suspended solids,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00530,21PA_WQX,Residue,,,,2022-02-07,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2470975/results/962437367/resdetectqntlmts,Lower Reporting Limit,20,mg/L,,2023-01-04T14:20:45,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515266,Sample-Routine,Water,,2022-09-27,08:13:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-CRM,Cedar Run Mouth discrete location,,,,,40.7933000000,-77.7981000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962396800,,,Calcium,Total,75.400,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00916A,21PA_WQX,Calcium,,,,2022-09-27,,,,,,,2023-01-04T14:13:32,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514072,Sample-Routine,Water,,2022-09-20,08:06:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962319621,,as N,Nitrate + Nitrite,Dissolved,4.62,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00631A,21PA_WQX,NOX,,,,2022-09-20,,,,,,,2023-01-04T14:01:36,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514077,Sample-Routine,Water,,2022-09-20,12:54:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390447,,,"Temperature, water",,16.4,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F00010,21PA_WQX,Temp,,,,2022-09-20,,,,,,,2023-01-04T14:12:40,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508398,Quality Control Sample-Field Replicate,Water,,2022-08-17,08:17:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962401723,,,Copper,Dissolved,1.400,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01040H,21PA_WQX,Copper,,,,2022-08-17,,,,,,,2023-01-04T14:14:13,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2492243,Sample-Routine,Water,,2022-05-18,10:57:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962315087,,,Total dissolved solids,,314,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,70300U,21PA_WQX,Dissolved Solids,,,,2022-05-18,,,,,,,2023-01-04T14:00:54,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2468540,Sample-Routine,Water,,2022-01-12,14:53:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962359196,,,Osmotic pressure,,9,mosm/kg,,Final,,Actual,,,,,,,,,,,,,,,,,,,,82550,21PA_WQX,Osmotic Pressure,,,,2022-01-12,,,,,,,2023-01-04T14:07:49,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515282,Sample-Routine,Water,,2022-09-27,10:28:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-LBU,LOGAN BRANCH UPSTREAM OF PIPELINE FLUME DISCHRG; TEMP MP,,,,,40.8642000000,-77.7583000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962365310,Present Below Quantification Limit,,Chromium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01034H,21PA_WQX,Chromium Compounds,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515282/results/962365310/resdetectqntlmts,Lower Reporting Limit,4.00,ug/L,,2023-01-04T14:08:56,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476175,Sample-Routine,Water,,2022-03-21,10:30:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962348547,,,Barium,Total,32.00,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01007A,21PA_WQX,Barium,,,,2022-03-21,,,,,,,2023-01-04T14:06:27,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2506407,Sample-Routine,Water,,2022-08-08,12:30:00,EST,,,EST,,,,,,,,,WQN,PA Surface Water Quality Monitoring Network,,21PA_WQX-WQN0415,SPRING CREEK,,,,,40.8900000000,-77.7942000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962341588,Present Below Quantification Limit,,Manganese,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01055A,21PA_WQX,Manganese,,,,2022-08-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2506407/results/962341588/resdetectqntlmts,Lower Reporting Limit,10.0,ug/L,,2023-01-04T14:05:32,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491905,Sample-Routine,Water,,2022-05-17,10:45:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962446760,Present Below Quantification Limit,,Bromide,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,99020,21PA_WQX,Bromide,,,,2022-05-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2491905/results/962446760/resdetectqntlmts,Lower Reporting Limit,25.0,ug/L,,2023-01-04T14:22:33,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515281,Sample-Routine,Water,,2022-09-27,10:09:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-67179340,Logan Branch,,,,,40.8750000000,-77.7628000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962439626,Present Below Quantification Limit,,Selenium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01147H,21PA_WQX,Selenium,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515281/results/962439626/resdetectqntlmts,Lower Reporting Limit,4.00,ug/L,,2023-01-04T14:21:09,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2468535,Sample-Routine,Water,,2022-01-12,10:40:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962448167,,as P,Phosphorus,Total,0.045,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00665A,21PA_WQX,Phosphorous,,,,2022-01-12,,,,,,,2023-01-04T14:22:48,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508400,Sample-Routine,Water,,2022-08-17,10:16:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962465537,Present Below Quantification Limit,,Aluminum,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01106H,21PA_WQX,Aluminum,,,,2022-08-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2508400/results/962465537/resdetectqntlmts,Lower Reporting Limit,15.0,ug/L,,2023-01-04T14:26:52,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476175,Sample-Routine,Water,,2022-03-21,10:30:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962348573,Present Below Quantification Limit,,Boron,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01022K,21PA_WQX,Boron,,,,2022-03-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2476175/results/962348573/resdetectqntlmts,Lower Reporting Limit,200.,ug/L,,2023-01-04T14:06:28,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476175,Sample-Routine,Water,,2022-03-21,10:30:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962348572,,as N,Nitrogen,Total,1.49,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00600A,21PA_WQX,Nitrogen,,,,2022-03-21,,,,,,,2023-01-04T14:06:27,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2497341,Quality Control Sample-Field Replicate,Water,,2022-06-14,09:30:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962430503,,as P,Phosphorus,Total,0.041,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00665A,21PA_WQX,Phosphorous,,,,2022-06-14,,,,,,,2023-01-04T14:19:13,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483751,Sample-Routine,Water,,2022-04-13,10:06:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962355372,,,Magnesium,Total,12.00,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00927A,21PA_WQX,Magnesium,,,,2022-04-13,,,,,,,2023-01-04T14:07:17,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2509451,Sample-Routine,Water,,2022-08-23,08:21:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-67179662_2,UNT Potter Brook,,,,,40.8378000000,-77.7233000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962484427,,,Osmotic pressure,,2,mosm/kg,,Final,,Actual,,,,,,,,,,,,,,,,,,,,82550,21PA_WQX,Osmotic Pressure,,,,2022-08-23,,,,,,,2023-01-04T14:35:09,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514076,Sample-Routine,Water,,2022-09-20,12:50:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390379,Present Below Quantification Limit,,Lithium,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01130A,21PA_WQX,Lithium,,,,2022-09-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2514076/results/962390379/resdetectqntlmts,Lower Reporting Limit,25.0,ug/L,,2023-01-04T14:12:40,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508397,Sample-Routine,Water,,2022-08-17,08:13:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962382900,,as P,Orthophosphate,Dissolved,0.018,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00671A,21PA_WQX,Phosphorous,,,,2022-08-17,,,,,,,2023-01-04T14:11:38,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515279,Sample-Routine,Water,,2022-09-27,09:59:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-67179340_2,Logan Branch,,,,,40.8728000000,-77.7614000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962393796,Present Below Quantification Limit,,Lead,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01051H,21PA_WQX,Lead,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515279/results/962393796/resdetectqntlmts,Lower Reporting Limit,1.00,ug/L,,2023-01-04T14:13:06,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491905,Sample-Routine,Water,,2022-05-17,10:45:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962446769,,as P,Phosphorus,Dissolved,0.017,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00666A,21PA_WQX,Phosphorus,,,,2022-05-17,,,,,,,2023-01-04T14:22:33,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491903,Sample-Routine,Water,,2022-05-17,09:45:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962402632,,,Osmotic pressure,,4,mosm/kg,,Final,,Actual,,,,,,,,,,,,,,,,,,,,82550,21PA_WQX,Osmotic Pressure,,,,2022-05-17,,,,,,,2023-01-04T14:14:22,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2471379,Sample-Routine,Water,,2022-02-08,09:53:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962357478,Present Below Quantification Limit,,Nickel,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01067A,21PA_WQX,Nickel,,,,2022-02-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2471379/results/962357478/resdetectqntlmts,Lower Reporting Limit,50.0,ug/L,,2023-01-04T14:07:34,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515282,Sample-Routine,Water,,2022-09-27,10:28:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-LBU,LOGAN BRANCH UPSTREAM OF PIPELINE FLUME DISCHRG; TEMP MP,,,,,40.8642000000,-77.7583000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962365307,,,Specific conductance,,721.00,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00095,21PA_WQX,Specific Conductivity,,,,2022-09-27,,,,,,,2023-01-04T14:08:56,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515280,Sample-Routine,Water,,2022-09-27,10:05:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-SFH_EFF,Logan Branch at SFH discharge,,,,,40.8733000000,-77.7614000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962397259,Present Below Quantification Limit,,Nickel,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01067H,21PA_WQX,Nickel,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515280/results/962397259/resdetectqntlmts,Lower Reporting Limit,8.00,ug/L,,2023-01-04T14:13:35,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514077,Sample-Routine,Water,,2022-09-20,12:54:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390440,Present Below Quantification Limit,,Total suspended solids,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00530,21PA_WQX,Residue,,,,2022-09-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2514077/results/962390440/resdetectqntlmts,Lower Reporting Limit,20,mg/L,,2023-01-04T14:12:40,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514074,Sample-Routine,Water,,2022-09-20,09:19:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390313,Present Below Quantification Limit,as P,Orthophosphate,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00671A,21PA_WQX,Phosphorous,,,,2022-09-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2514074/results/962390313/resdetectqntlmts,Lower Reporting Limit,.01,mg/L,,2023-01-04T14:12:39,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515273,Sample-Routine,Water,,2022-09-27,10:35:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-BRM,Buffalo Creek Mouth discrete location,,,,,40.9167000000,-77.7861000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962404808,Present Below Quantification Limit,,Lithium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01132A,21PA_WQX,Lithium,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515273/results/962404808/resdetectqntlmts,Lower Reporting Limit,25.0,ug/L,,2023-01-04T14:14:44,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2497340,Sample-Routine,Water,,2022-06-14,09:26:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962302062,,,Organic carbon,Total,1.80,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00680,21PA_WQX,C,,,,2022-06-14,,,,,,,2023-01-04T13:58:45,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514074,Sample-Routine,Water,,2022-09-20,09:19:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC7,SPRING CREEK UPSTREAM OF CEDAR RUN,,,,,40.7928000000,-77.7983000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390326,Present Below Quantification Limit,as N,Ammonia,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00608A,21PA_WQX,Ammonia,,,,2022-09-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2514074/results/962390326/resdetectqntlmts,Lower Reporting Limit,.02,mg/L,,2023-01-04T14:12:39,STORET
